id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
27209	a,	a,	0	80	FF	-1
27210	a,	a,	0	80	FF	-1
27211	a,	a,	0	80	FF	-1
27212	a,	a,	0	80	FF	-1
27213	a,	a,	0	80	FF	-1
27214	u,禁封知识的守护者\0	u,任务怪物\0	0	80	FF	-1
27215	u,禁封知识的守护者\0	u,任务怪物\0	0	80	FF	-1
27216	u,禁封知识的守护者\0	u,任务怪物\0	0	80	FF	-1
27217	u,井中灵魂\0	u,任务怪物\0	0	80	FF	-1
27218	u,特里欧的手下\0	u,任务怪物\0	0	80	FF	-1
27219	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27220	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27221	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27222	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27223	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27224	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27225	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27226	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27227	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27228	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27229	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27230	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27231	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27232	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27233	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27234	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27235	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27236	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27237	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27238	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27239	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27240	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27241	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27242	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27243	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27244	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27245	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27246	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27247	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27248	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27249	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27250	u,堕落天使爱莉特\0	u,任务怪物\0	0	80	FF	-1
27251	u,堕落天使爱莉特\0	u,任务怪物\0	0	80	FF	-1
27252	u,堕落天使爱莉特\0	u,任务怪物\0	0	80	FF	-1
27253	u,地狱之火\0	u,任务怪物\0	0	80	FF	-1
27254	u,神秘的镇压者\0	u,任务怪物\0	0	80	FF	-1
27255	u,神秘的镇压者\0	u,任务怪物\0	0	80	FF	-1
27256	u,神秘的镇压者\0	u,任务怪物\0	0	80	FF	-1
27257	u,大天使伊科诺克拉西斯\0	u,任务怪物\0	0	80	FF	-1
27258	u,大天使伊科诺克拉西斯\0	u,任务怪物\0	0	80	FF	-1
27259	u,大天使伊科诺克拉西斯\0	u,任务怪物\0	0	80	FF	-1
27260	u,大天使伊科诺克拉西斯\0	u,任务怪物\0	0	80	FF	-1
27261	u,圣火之珠\0	u,任务怪物\0	0	80	FF	-1
27262	u,死亡之神哈勒特\0	u,任务怪物\0	0	80	FF	-1
27263	u,死亡之神哈勒特\0	u,任务怪物\0	0	80	FF	-1
27264	u,死亡之神哈勒特\0	u,任务怪物\0	0	80	FF	-1
27265	u,尸妖之王阿克伦\0	u,任务怪物\0	0	80	FF	-1
27266	u,堕落天使海雷斯\0	u,任务怪物\0	0	80	FF	-1
27267	u,堕落天使海雷斯\0	u,任务怪物\0	0	80	FF	-1
27268	u,海雷斯的护卫兵\0	u,任务怪物\0	0	80	FF	-1
27269	u,堕落天使那贝利乌斯\0	u,任务怪物\0	0	80	FF	-1
27270	u,堕落天使那贝利乌斯\0	u,任务怪物\0	0	80	FF	-1
27271	u,奇梅拉高仑\0	u,任务怪物\0	0	80	FF	-1
27272	u,哈勒特的舞姬莉丽安\0	u,任务怪物\0	0	80	FF	-1
27273	u,暗杀者佩兹尔\0	u,任务怪物\0	0	80	FF	-1
27274	u,堕落天使塔纳齐亚\0	u,任务怪物\0	0	80	FF	-1
27275	u,堕落天使塔纳齐亚\0	u,任务怪物\0	0	80	FF	-1
27276	u,堕落天使塔纳齐亚\0	u,任务怪物\0	0	80	FF	-1
27277	u,堕落天使塔纳齐亚\0	u,任务怪物\0	0	80	FF	-1
27278	u,巴列斯的影子\0	u,任务怪物\0	0	80	FF	-1
27279	u,束缚的诅咒克萨德埃因\0	u,任务怪物\0	0	80	FF	-1
27280	u,堕落天使纳勒西斯\0	u,任务怪物\0	0	80	FF	-1
27281	u,堕落天使梅特卢斯\0	u,任务怪物\0	0	80	FF	-1
27282	u,暗天使欧迪尔\0	u,任务怪物\0	0	80	FF	-1
27283	u,阿斯卡利乌斯老爷\0	u,任务怪物\0	0	80	FF	-1
27284	u,火之死灵阿兹拉\0	u,任务怪物\0	0	80	FF	-1
27285	u,蜥蜴图腾灵萨鲁伊\0	u,任务怪物\0	0	80	FF	-1
27286	u,堕落骑士阿狄\0	u,任务怪物\0	0	80	FF	-1
27287	u,束缚的精灵帕纳克亚\0	u,任务怪物\0	0	80	FF	-1
27288	u,舞剑者巴依尔\0	u,任务怪物\0	0	80	FF	-1
27289	u,古代剑圣艾恩\0	u,任务怪物\0	0	80	FF	-1
27290	u,白翼指挥官\0	u,任务怪物\0	0	80	FF	-1
27291	u,白翼斗士\0	u,任务怪物\0	0	80	FF	-1
27292	u,堕落的兽人贵族莫哈克\0	u,任务怪物\0	0	80	FF	-1
27293	u,卡巴塔里乌鲁兹\0	u,任务怪物\0	0	80	FF	-1
27294	u,霸主阿特鲁兹\0	u,任务怪物\0	0	80	FF	-1
27295	u,萨鲁伊的嘴穆大哈\0	u,任务怪物\0	0	80	FF	-1
27296	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27297	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27298	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27299	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27300	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27301	u,石碑的监视者埃杰祺尔\0	u,任务怪物\0	0	80	FF	-1
27302	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27303	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27304	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27305	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27306	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27307	u,石碑的守护者阿兹拉尔\0	u,任务怪物\0	0	80	FF	-1
27308	u,暗杀者普罗斯特\0	u,任务怪物\0	0	80	FF	-1
27309	u,米内魏阿范哈肯\0	u,任务怪物\0	0	80	FF	-1
27310	u,奇塔尼斯范哈肯\0	u,任务怪物\0	0	80	FF	-1
27311	u,审判的猎犬克巴斯\0	u,任务怪物\0	0	80	FF	-1
27312	u,不明晶体的召唤兽\0	u,任务怪物\0	0	80	FF	-1
27313	u,神秘的守护者萨奇尔\0	u,任务怪物\0	0	80	FF	-1
27314	u,神秘的守护者萨奇尔\0	u,任务怪物\0	0	80	FF	-1
27315	u,神秘的守护者萨奇尔\0	u,任务怪物\0	0	80	FF	-1
27316	u,堕落的副族长卫科斯\0	u,任务怪物\0	0	80	FF	-1
27317	u,光辉的拘束者\0	u,任务怪物\0	0	80	FF	-1
27318	u,温迪的守护者\0	u,任务怪物\0	0	80	FF	-1
27319	u,黑豹\0	u,任务怪物\0	0	80	FF	-1
27320	u,提莫拉兽人\0	u,任务怪物\0	0	80	FF	-1
27321	u,布仑蜥蜴人\0	u,任务怪物\0	0	80	FF	-1
27322	u,皮卡阿朗尼得\0	u,任务怪物\0	0	80	FF	-1
27323	u,神的密使\0	u,任务怪物\0	0	80	FF	-1
27324	u,神秘的守护者埃拉努斯\0	u,任务怪物\0	0	80	FF	-1
27325	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27326	u,大天使凯伊纳皮尔\0	u,任务怪物\0	0	80	FF	-1
27327	u,扎普契尔的执行官\0	u,任务怪物\0	0	80	FF	-1
27328	u,扎普契尔\0	u,任务怪物\0	0	80	FF	-1
27329	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27332	u,守护天使\0	u,任务怪物\0	0	80	FF	-1
27333	u,深红色的公爵夫人\0	u,任务怪物\0	0	80	FF	-1
27334	u,哈里夏的执政官\0	u,任务怪物\0	0	80	FF	-1
27335	u,暗天使欧迪尔\0	u,任务怪物\0	0	80	FF	-1
27336	u,深红色的贵夫人\0	u,任务怪物\0	0	80	FF	-1
27337	u,豺狼参谋塔秦\0	u,任务怪物\0	0	80	FF	-1
27338	u,掉落的天使\0	u,任务怪物\0	0	80	FF	-1
27339	u,克鲁玛沼泽地的背教者\0	u,任务怪物\0	0	80	FF	-1
27340	u,追踪者\0	a,	9C	E8	A9	-1
27341	u,席琳的邪念\0	a,	9C	E8	A9	-1
27342	u,席琳的邪念\0	a,	9C	E8	A9	-1
27343	u,席琳的邪念\0	a,	9C	E8	A9	-1
27344	u,席琳的邪念\0	a,	9C	E8	A9	-1
27345	u,席琳的邪念\0	a,	9C	E8	A9	-1
27346	u,席琳的邪念\0	a,	9C	E8	A9	-1
27347	u,黎明的神域警备队\0	a,	9C	E8	A9	-1
27348	u,黎明的神域警备队\0	a,	9C	E8	A9	-1
27349	u,黎明的神域警备队\0	a,	9C	E8	A9	-1
27350	u,黎明的神域警备队\0	a,	9C	E8	A9	-1
27351	u,黎明的警备队队员\0	a,	9C	E8	A9	-1
27352	u,黎明的神域警备队\0	a,	9C	E8	A9	-1
27353	u,黎琳屠夫\0	a,	9C	E8	A9	-1
27354	u,黎琳魔导士\0	a,	9C	E8	A9	-1
27355	u,黎琳游侠\0	a,	9C	E8	A9	-1
27356	u,黎琳掠夺者\0	a,	9C	E8	A9	-1
27357	u,黎琳祭祀\0	a,	9C	E8	A9	-1
27358	u,黎琳骑士\0	a,	9C	E8	A9	-1
27359	u,黎琳刺客\0	a,	9C	E8	A9	-1
27360	u,黎琳大魔导士\0	a,	9C	E8	A9	-1
27361	u,黎琳亲卫骑士\0	a,	9C	E8	A9	-1
27362	u,黎琳屠夫\0	a,	9C	E8	A9	-1
27363	u,黎琳魔导士\0	a,	9C	E8	A9	-1
27364	u,黎琳游侠\0	a,	9C	E8	A9	-1
27365	u,黎琳掠夺者\0	a,	9C	E8	A9	-1
27366	u,黎琳祭祀\0	a,	9C	E8	A9	-1
27367	u,黎琳骑士\0	a,	9C	E8	A9	-1
27368	u,黎琳刺客\0	a,	9C	E8	A9	-1
27369	u,黎琳大魔导士\0	a,	9C	E8	A9	-1
27370	u,黎琳亲卫骑士\0	a,	9C	E8	A9	-1
27371	u,黎琳屠夫\0	a,	9C	E8	A9	-1
27372	u,黎琳魔导士\0	a,	9C	E8	A9	-1
27373	u,黎琳游侠\0	a,	9C	E8	A9	-1
27374	u,席琳的邪念\0	a,	9C	E8	A9	-1
27375	u,席琳的邪念\0	a,	9C	E8	A9	-1
27376	u,黎琳骑士\0	a,	9C	E8	A9	-1
27377	u,黎琳刺客\0	a,	9C	E8	A9	-1
27378	u,黎琳大魔导士\0	a,	9C	E8	A9	-1
27379	u,黎琳亲卫骑士\0	a,	9C	E8	A9	-1
27380	u,暴走水精灵\0	u,任务怪物\0	9C	E8	A9	-1
27381	u,暴走风精灵\0	u,任务怪物\0	9C	E8	A9	-1
27382	u,封印阻断的结界\0	a,	9C	E8	A9	-1
27383	u,封印阻断的结界\0	a,	9C	E8	A9	-1
27384	u,封印装置\0	u,史奈曼皇帝的\0	9C	E8	A9	-1
27385	u,莉莉斯\0	u,深渊的圣母\0	9C	E8	A9	-1
27386	u,莉莉斯的使者\0	a,	9C	E8	A9	-1
27387	u,莉莉斯的亲卫队\0	a,	9C	E8	A9	-1
27388	u,安娜金\0	u,圣火之焰\0	9C	E8	A9	-1
27389	u,安娜金的守护者\0	a,	9C	E8	A9	-1
27390	u,安娜金的近卫兵\0	a,	9C	E8	A9	-1
27391	u,安娜金的执行者\0	a,	9C	E8	A9	-1
27392	u,血腥之斧副官\0	a,	9C	E8	A9	-1
27393	u,无头骑士\0	a,	9C	E8	A9	-1
27394	u,席琳的邪念\0	a,	9C	E8	A9	-1
27395	u,席琳的邪念\0	a,	9C	E8	A9	-1
27396	u,席琳的邪念\0	a,	9C	E8	A9	-1
27397	u,席琳的邪念\0	a,	9C	E8	A9	-1
27398	u,席琳的邪念\0	a,	9C	E8	A9	-1
27399	u,席琳的邪念\0	a,	9C	E8	A9	-1
27400	u,席琳的邪念\0	a,	9C	E8	A9	-1
27401	u,席琳的邪念\0	a,	9C	E8	A9	-1
27402	u,席琳的邪念\0	a,	9C	E8	A9	-1
27403	u,死亡执行者\0	a,	9C	E8	A9	-1
27404	u,死亡祈愿者\0	a,	9C	E8	A9	-1
27405	u,修道院巡礼者\0	a,	9C	E8	A9	-1
27406	u,修道院圣骑士\0	a,	9C	E8	A9	-1
27407	u,索琳娜牧师\0	a,	9C	E8	A9	-1
27408	u,索琳娜求道者\0	a,	9C	E8	A9	-1
27409	u,索琳娜骑士团长\0	a,	9C	E8	A9	-1
27410	u,索琳娜骑士团员\0	a,	9C	E8	A9	-1
27411	u,神圣传教士\0	a,	9C	E8	A9	-1
27412	u,神圣主管者\0	a,	9C	E8	A9	-1
27413	u,神圣斗士\0	a,	9C	E8	A9	-1
27414	u,神圣魔导士\0	a,	9C	E8	A9	-1
27415	u,索琳娜引导者\0	a,	9C	E8	A9	-1
27416	u,遗物管理高仑\0	a,	9C	E8	A9	-1
27417	u,亡灵弓手\0	a,	9C	E8	A9	-1
27418	u,亡灵骑士\0	a,	9C	E8	A9	-1
27419	u,神圣监视者\0	a,	9C	E8	A9	-1
27420	u,索琳娜教官\0	a,	9C	E8	A9	-1
27421	u,黄昏的创造物\0	a,	9C	E8	A9	-1
27422	u,黄昏的创造物\0	a,	9C	E8	A9	-1
27423	u,黄昏的创造物\0	a,	9C	E8	A9	-1
27424	u,黄昏的创造物\0	a,	9C	E8	A9	-1
30001	u,雷克特\0	u,武器商人\0	9C	E8	A9	-1
30002	u,杰克森\0	u,防具商人\0	9C	E8	A9	-1
30003	u,苏菲亚\0	u,饰品商人\0	9C	E8	A9	-1
30004	u,卡特琳\0	u,杂货商人\0	9C	E8	A9	-1
30005	u,沃尔朴豪德\0	u,仓库管理员\0	9C	E8	A9	-1
30006	u,拉普吉儿\0	u,传送师\0	9C	E8	A9	-1
30008	u,罗伊恩\0	u,宗师\0	9C	E8	A9	-1
30009	u,新手教师\0	a,	9C	E8	A9	-1
30010	u,阿伊努\0	u,大师\0	9C	E8	A9	-1
30014	u,仙玛\0	u,大师\0	9C	E8	A9	-1
30017	u,噶尔林特\0	u,大巫师\0	9C	E8	A9	-1
30019	u,新手教师\0	a,	9C	E8	A9	-1
30022	u,基根特\0	u,神官\0	9C	E8	A9	-1
30026	u,毕兹\0	u,宗师\0	9C	E8	A9	-1
30027	u,柯云特\0	u,大师\0	9C	E8	A9	-1
30028	u,比特亚基\0	u,大师\0	9C	E8	A9	-1
30029	u,米尼亚\0	u,大师\0	9C	E8	A9	-1
30030	u,维维安特\0	u,神官\0	9C	E8	A9	-1
30031	u,比奥帝\0	u,大神官\0	9C	E8	A9	-1
30032	u,亚哈那斯\0	u,神官\0	9C	E8	A9	-1
30033	u,巴乌洛\0	u,教师\0	9C	E8	A9	-1
30034	u,理斯\0	u,教师\0	9C	E8	A9	-1
30035	u,何瑞斯\0	u,教师\0	9C	E8	A9	-1
30036	u,宝斯特\0	u,神官\0	9C	E8	A9	-1
30037	u,雷比安\0	u,大神官\0	9C	E8	A9	-1
30039	u,革尔泊特\0	u,警卫队长\0	9C	E8	A9	-1
30040	u,黎阿诺\0	u,警卫\0	9C	E8	A9	-1
30041	u,阿诺德\0	u,警卫\0	9C	E8	A9	-1
30042	u,阿贝罗司\0	u,警卫\0	9C	E8	A9	-1
30043	u,约翰史顿\0	u,警卫\0	9C	E8	A9	-1
30044	u,齐泊兰\0	u,警卫\0	9C	E8	A9	-1
30045	u,肯尼奥司\0	u,警卫\0	9C	E8	A9	-1
30046	u,汉克斯\0	u,警卫\0	9C	E8	A9	-1
30047	u,裴黎恩\0	u,码头管理员\0	9C	E8	A9	-1
30048	u,达灵\0	a,	9C	E8	A9	-1
30049	u,波尼\0	a,	9C	E8	A9	-1
30050	u,艾黎阿司\0	a,	9C	E8	A9	-1
30051	u,克丽丝特\0	a,	9C	E8	A9	-1
30054	u,兰特\0	u,仓库管理员\0	9C	E8	A9	-1
30055	u,罗尔普南\0	u,仓库管理员\0	9C	E8	A9	-1
30057	u,阿米多尔\0	u,仓库管理员\0	9C	E8	A9	-1
30058	u,霍尔巴司\0	u,仓库管理员\0	9C	E8	A9	-1
30059	u,特黎西亚\0	u,传送师\0	9C	E8	A9	-1
30060	u,沙布琳\0	u,武器商人\0	9C	E8	A9	-1
30061	u,凯希\0	u,防具商人\0	9C	E8	A9	-1
30062	u,索尼亚\0	u,饰品商人\0	9C	E8	A9	-1
30063	u,拉卢斯\0	u,杂货商人\0	9C	E8	A9	-1
30064	u,泰瑞\0	u,大师\0	9C	E8	A9	-1
30065	u,阿路尼\0	u,大师\0	9C	E8	A9	-1
30066	u,帕布黎斯\0	u,宗师\0	9C	E8	A9	-1
30067	u,哥尔黎布卡\0	u,神官\0	9C	E8	A9	-1
30068	u,索葛裴尔德\0	u,神官\0	9C	E8	A9	-1
30069	u,罗尔兰德\0	u,教师\0	9C	E8	A9	-1
30070	u,锡尔巴银\0	u,大神官\0	9C	E8	A9	-1
30071	u,卢卡斯\0	u,警卫队长\0	9C	E8	A9	-1
30072	u,麦提\0	u,警卫\0	9C	E8	A9	-1
30073	u,杰伊库伯\0	u,警卫\0	9C	E8	A9	-1
30074	u,希奇兰\0	u,警卫\0	9C	E8	A9	-1
30075	u,沙伯\0	u,警卫\0	9C	E8	A9	-1
30076	u,黎斯托\0	u,警卫\0	9C	E8	A9	-1
30078	u,帕诺\0	u,杂货商人\0	9C	E8	A9	-1
30079	u,巴德\0	u,仓库管理员\0	9C	E8	A9	-1
30080	u,克拉彼亚\0	u,传送师\0	9C	E8	A9	-1
30081	u,何尔贝蒂亚\0	u,杂货商人\0	9C	E8	A9	-1
30082	u,典克斯\0	u,饰品商人\0	9C	E8	A9	-1
30083	u,伯契\0	u,仓库管理员\0	9C	E8	A9	-1
30084	u,葛罗伯纳\0	u,战士用武器商人\0	9C	E8	A9	-1
30085	u,斯塔尼\0	u,魔法师用武器商人\0	9C	E8	A9	-1
30086	u,塔乌琳\0	u,仓库管理员\0	9C	E8	A9	-1
30087	u,普杰特\0	u,魔法师用防具商人\0	9C	E8	A9	-1
30088	u,拉蒂亚\0	u,战士用防具商人\0	9C	E8	A9	-1
30090	u,仙德拉\0	u,饰品商人\0	9C	E8	A9	-1
30091	u,艾尔黎安妮\0	u,饰品商人\0	9C	E8	A9	-1
30092	u,库尔伯\0	u,仓库管理员\0	9C	E8	A9	-1
30093	u,葛鲁特\0	u,燃料商人\0	9C	E8	A9	-1
30094	u,吉特勒\0	u,魔法师用装备商人\0	9C	E8	A9	-1
30095	u,兰多尔普\0	u,仓库管理员\0	9C	E8	A9	-1
30097	u,葛尔拉图次\0	u,武器商人\0	9C	E8	A9	-1
30098	u,亚历山大\0	u,防具商人\0	9C	E8	A9	-1
30103	u,巴尔昆\0	u,仓库管理员\0	9C	E8	A9	-1
30104	u,帕曼\0	u,仓库管理员\0	9C	E8	A9	-1
30105	u,吉必特\0	u,大师\0	9C	E8	A9	-1
30106	u,都普尼\0	u,大师\0	9C	E8	A9	-1
30107	u,高尔典\0	u,大师\0	9C	E8	A9	-1
30108	u,麦肯\0	u,大师\0	9C	E8	A9	-1
30109	u,汉拿法特\0	u,宗师\0	9C	E8	A9	-1
30110	u,益克\0	u,教师\0	9C	E8	A9	-1
30111	u,戴特\0	u,教师\0	9C	E8	A9	-1
30112	u,莫里斯\0	u,教师\0	9C	E8	A9	-1
30113	u,久黎斯\0	u,教师\0	9C	E8	A9	-1
30114	u,洛亚\0	u,教师\0	9C	E8	A9	-1
30115	u,久黎克\0	u,大巫师\0	9C	E8	A9	-1
30116	u,德诗丁\0	u,神官\0	9C	E8	A9	-1
30117	u,普黎默知\0	u,神官\0	9C	E8	A9	-1
30118	u,朴皮娜\0	u,神官\0	9C	E8	A9	-1
30119	u,伊纱别琳\0	u,神官\0	9C	E8	A9	-1
30120	u,魅克斯弥莉言\0	u,大神官\0	9C	E8	A9	-1
30121	u,杰罗宁\0	u,警卫队长\0	9C	E8	A9	-1
30122	u,布拉斯\0	u,警卫\0	9C	E8	A9	-1
30123	u,别沙\0	u,警卫\0	9C	E8	A9	-1
30124	u,杰仑\0	u,警卫\0	9C	E8	A9	-1
30125	u,勃尔特凯\0	u,警卫\0	9C	E8	A9	-1
30126	u,拉辛次\0	u,警卫\0	9C	E8	A9	-1
30128	u,阿塔娜斯\0	u,警卫\0	9C	E8	A9	-1
30129	u,米特拉尔\0	u,褐色精灵族长\0	9C	E8	A9	-1
30130	u,安德理亚斯\0	u,深渊祭司\0	9C	E8	A9	-1
30131	u,新手教师\0	a,	9C	E8	A9	-1
30132	u,塞克提诺\0	u,深渊祭司\0	9C	E8	A9	-1
30133	u,卡勒帝亚\0	u,深渊祭司\0	9C	E8	A9	-1
30134	u,杰斯密\0	u,传送师\0	9C	E8	A9	-1
30135	u,艾理亚\0	u,武器商人\0	9C	E8	A9	-1
30136	u,帕因特\0	u,防具商人\0	9C	E8	A9	-1
30137	u,勃罗多斯\0	u,杂货商人\0	9C	E8	A9	-1
30138	u,米娜蕾丝\0	u,饰品商人\0	9C	E8	A9	-1
30139	u,杜蓝克斯\0	u,仓库管理员\0	9C	E8	A9	-1
30140	u,艾彼安特\0	u,仓库管理员\0	9C	E8	A9	-1
30141	u,达尔罗斯\0	u,长老\0	9C	E8	A9	-1
30143	u,特罗帝\0	u,大师\0	9C	E8	A9	-1
30144	u,哈勒涅\0	u,教师\0	9C	E8	A9	-1
30145	u,布拉斯帝\0	u,教师\0	9C	E8	A9	-1
30146	u,米帝尔\0	u,传送师\0	9C	E8	A9	-1
30147	u,乌诺连\0	u,武器商人\0	9C	E8	A9	-1
30148	u,阿黎尔\0	u,防具商人\0	9C	E8	A9	-1
30149	u,克里米斯\0	u,饰品商人\0	9C	E8	A9	-1
30150	u,何布帝恩\0	u,杂货商人\0	9C	E8	A9	-1
30151	u,契德廉\0	u,仓库管理员\0	9C	E8	A9	-1
30152	u,茱莉亚\0	u,仓库管理员\0	9C	E8	A9	-1
30153	u,马库司\0	u,仓库管理员\0	9C	E8	A9	-1
30154	u,阿斯特黎罗司\0	u,长老\0	9C	E8	A9	-1
30155	u,艾尔尼亚\0	u,大师\0	9C	E8	A9	-1
30156	u,科班得\0	u,大师\0	9C	E8	A9	-1
30157	u,葛雷妮丝\0	u,教师\0	9C	E8	A9	-1
30158	u,艾斯兰德尔\0	u,教师\0	9C	E8	A9	-1
30162	u,卡琳\0	u,传送师\0	9C	E8	A9	-1
30163	u,雷克斯\0	u,武器商人\0	9C	E8	A9	-1
30164	u,黎姿\0	u,防具商人\0	9C	E8	A9	-1
30165	u,雷平\0	u,饰品商人\0	9C	E8	A9	-1
30166	u,卫斯利\0	u,魔法商人\0	9C	E8	A9	-1
30169	u,马蒂\0	u,仓库管理员\0	9C	E8	A9	-1
30170	u,罗帝克\0	u,仓库管理员\0	9C	E8	A9	-1
30171	u,葛乌斯\0	u,教师\0	9C	E8	A9	-1
30174	u,阿肯尼斯\0	u,大巫师\0	9C	E8	A9	-1
30175	u,卡勒尼尔\0	u,大巫师\0	9C	E8	A9	-1
30176	u,巴尔雷\0	u,大巫师\0	9C	E8	A9	-1
30177	u,瓦伦蒂娜\0	u,传送师\0	9C	E8	A9	-1
30178	u,简金\0	u,防具商人\0	9C	E8	A9	-1
30179	u,劳迪亚\0	u,武器商人\0	9C	E8	A9	-1
30180	u,莎菈\0	u,杂货商人\0	9C	E8	A9	-1
30181	u,卡利克布雷多\0	u,饰品商人\0	9C	E8	A9	-1
30182	u,克里弗\0	u,仓库管理员\0	9C	E8	A9	-1
30183	u,海哥尼\0	u,仓库管理员\0	9C	E8	A9	-1
30184	u,瑞高尔\0	u,大师\0	9C	E8	A9	-1
30185	u,塔妮阿克\0	u,大师\0	9C	E8	A9	-1
30186	u,巴恩\0	u,大师\0	9C	E8	A9	-1
30187	u,克劳斯\0	u,宗师\0	9C	E8	A9	-1
30188	u,瓦丁\0	u,神官\0	9C	E8	A9	-1
30189	u,劳比亚\0	u,教师\0	9C	E8	A9	-1
30190	u,帕诺比雅\0	u,教师\0	9C	E8	A9	-1
30191	u,霍尔林特\0	u,大神官\0	9C	E8	A9	-1
30192	u,达比\0	u,大师\0	9C	E8	A9	-1
30194	u,葛伊德\0	u,教师\0	9C	E8	A9	-1
30195	u,布雷克森\0	u,宗师\0	9C	E8	A9	-1
30196	u,牟恩\0	u,警卫队长\0	9C	E8	A9	-1
30197	u,黑克\0	u,警卫\0	9C	E8	A9	-1
30198	u,杰林\0	u,警卫\0	9C	E8	A9	-1
30199	u,亚伊克\0	u,警卫\0	9C	E8	A9	-1
30200	u,史坦\0	u,警卫\0	9C	E8	A9	-1
30201	u,皮那布斯\0	u,警卫\0	9C	E8	A9	-1
30207	u,阿罗汀\0	u,武器商人\0	9C	E8	A9	-1
30208	u,戴劳尼斯\0	u,防具商人\0	9C	E8	A9	-1
30209	u,克尔里那斯\0	u,燃料商人\0	9C	E8	A9	-1
30210	u,诺曼\0	u,仓库管理员\0	9C	E8	A9	-1
30216	u,威廉德尔\0	u,哨兵\0	9C	E8	A9	-1
30217	u,贝里奥斯\0	u,哨兵\0	9C	E8	A9	-1
30218	u,肯德尼尔\0	u,哨兵\0	9C	E8	A9	-1
30219	u,贝尔特雷斯\0	u,哨兵\0	9C	E8	A9	-1
30220	u,斯塔帝恩\0	u,哨兵\0	9C	E8	A9	-1
30221	u,莱伊吉恩\0	u,哨兵\0	9C	E8	A9	-1
30222	u,阿尔修佩斯\0	a,	9C	E8	A9	-1
30223	u,阿路基恩\0	a,	9C	E8	A9	-1
30224	u,莱伊尔拉\0	u,哨兵骑士\0	9C	E8	A9	-1
30230	u,艾德劳克\0	u,防具商人\0	9C	E8	A9	-1
30231	u,葛雷特\0	u,饰品商人\0	9C	E8	A9	-1
30232	u,索林特\0	u,仓库管理员\0	9C	E8	A9	-1
30233	u,艾斯美拉达\0	u,传送师\0	9C	E8	A9	-1
30253	u,辛普龙\0	u,防具商人\0	9C	E8	A9	-1
30254	u,哈莫妮\0	u,杂货商人\0	9C	E8	A9	-1
30255	u,哈普罗克\0	u,仓库管理员\0	9C	E8	A9	-1
